Site_Id,Location,sensor_id,Sensor Type,lng,lat,Agency
765,765 San Jacinto River @ SH 99,764,Stream Level,-95.338411,30.141156,Harris County Flood Control District
765,765 San Jacinto River @ SH 99,765,Rain Increment,-95.338411,30.141156,Harris County Flood Control District
770,770 San Jacinto River @ SH 242,770,Rain Increment,-95.397854,30.210437,Harris County Flood Control District
770,770 San Jacinto River @ SH 242,773,Stream Level,-95.397854,30.210437,Harris County Flood Control District
774,774 Lake Creek @ Sendera Ranch Drive,774,Rain Increment,-95.563715,30.257742,Harris County Flood Control District
774,774 Lake Creek @ Sendera Ranch Drive,7747,Stream Level,-95.563715,30.257742,Harris County Flood Control District
776,776 Lake Creek @ SH 149,776,Rain Increment,-95.705271,30.280432,Harris County Flood Control District
776,776 Lake Creek @ SH 149,7767,Stream Level,-95.705271,30.280432,Harris County Flood Control District
777,777 Caney Creek @ US 59,777,Rain Increment,-95.21084,30.16165,Harris County Flood Control District
777,777 Caney Creek @ US 59,77710,Stream Level,-95.21084,30.16165,Harris County Flood Control District
778,778 Caney Creek @ Firetower Road,778,Rain Increment,-95.25534,30.20463,Harris County Flood Control District
778,778 Caney Creek @ Firetower Road,7787,Stream Level,-95.25534,30.20463,Harris County Flood Control District
780,780 Caney Creek @ FM 2090,779,Stream Level,-95.302114,30.259784,Harris County Flood Control District
780,780 Caney Creek @ FM 2090,780,Rain Increment,-95.302114,30.259784,Harris County Flood Control District
781,781 Peach Creek @ SH 99,781,Rain Increment,-95.171311,30.147717,Harris County Flood Control District
781,781 Peach Creek @ SH 99,7817,Stream Level,-95.171311,30.147717,Harris County Flood Control District
782,782 Peach Creek @ Roman Forest Boulevard,782,Rain Increment,-95.177263,30.172747,Harris County Flood Control District
782,782 Peach Creek @ Roman Forest Boulevard,7827,Stream Level,-95.177263,30.172747,Harris County Flood Control District
785,785 Peach Creek @ FM 2090,101,SoilSaturation 5cm,-95.168007,30.232609,Harris County Flood Control District
785,785 Peach Creek @ FM 2090,201,SoilSaturation 20cm,-95.168007,30.232609,Harris County Flood Control District
785,785 Peach Creek @ FM 2090,301,SoilSaturation 40cm,-95.168007,30.232609,Harris County Flood Control District
785,785 Peach Creek @ FM 2090,784,Stream Level,-95.168007,30.232609,Harris County Flood Control District
785,785 Peach Creek @ FM 2090,785,Rain Increment,-95.168007,30.232609,Harris County Flood Control District
786,786 Caney Creek @ SH 105,786,Rain Increment,-95.331844,30.332958,Harris County Flood Control District
786,786 Caney Creek @ SH 105,7867,Stream Level,-95.331844,30.332958,Harris County Flood Control District
790,790 East Fork San Jacinto @ SH 99,789,Stream Level,-95.123827,30.146188,Harris County Flood Control District
790,790 East Fork San Jacinto @ SH 99,790,Rain Increment,-95.123827,30.146188,Harris County Flood Control District
795,795 East Fork San Jacinto @ FM 2090,795,Rain Increment,-95.10292,30.214124,Harris County Flood Control District
795,795 East Fork San Jacinto @ FM 2090,798,Stream Level,-95.10292,30.214124,Harris County Flood Control District
796,796 East Fork San Jacinto @ SH 105,796,Rain Increment,-95.103889,30.336389,Harris County Flood Control District
796,796 East Fork San Jacinto @ SH 105,797,Stream Level,-95.103889,30.336389,Harris County Flood Control District
820,820 Hunting Bayou @ I-10,820,Rain Increment,-95.227954,29.771615,Harris County Flood Control District
820,820 Hunting Bayou @ I-10,823,Stream Level,-95.227954,29.771615,Harris County Flood Control District
830,830 Hunting Bayou @ Loop 610 East,101,SoilSaturation 5cm,-95.267971,29.793569,Harris County Flood Control District
830,830 Hunting Bayou @ Loop 610 East,201,SoilSaturation 20cm,-95.267971,29.793569,Harris County Flood Control District
830,830 Hunting Bayou @ Loop 610 East,301,SoilSaturation 40cm,-95.267971,29.793569,Harris County Flood Control District
830,830 Hunting Bayou @ Loop 610 East,829,Stream Level,-95.267971,29.793569,Harris County Flood Control District
830,830 Hunting Bayou @ Loop 610 East,830,Rain Increment,-95.267971,29.793569,Harris County Flood Control District
840,840 Hunting Bayou @ Lockwood Drive,839,Stream Level,-95.310118,29.808314,Harris County Flood Control District
840,840 Hunting Bayou @ Lockwood Drive,840,Rain Increment,-95.310118,29.808314,Harris County Flood Control District
910,910 Vince Bayou @ Fairmont Parkway,910,Rain Increment,-95.192053,29.651718,Harris County Flood Control District
910,910 Vince Bayou @ Fairmont Parkway,9107,Stream Level,-95.192053,29.651718,Harris County Flood Control District
920,920 Vince Bayou @ West Ellaine Avenue,919,Stream Level,-95.21614,29.694493,Harris County Flood Control District
920,920 Vince Bayou @ West Ellaine Avenue,920,Rain Increment,-95.21614,29.694493,Harris County Flood Control District
940,940 Little Vince Bayou @ Jackson Avenue,940,Rain Increment,-95.200141,29.705491,Harris County Flood Control District
940,940 Little Vince Bayou @ Jackson Avenue,943,Stream Level,-95.200141,29.705491,Harris County Flood Control District
1000,1000 Houston Transtar,4,WindGust,-95.439563,29.782684,Harris County Flood Control District
1000,1000 Houston Transtar,5,Wind Direction,-95.439563,29.782684,Harris County Flood Control District
1000,1000 Houston Transtar,6,Wind Gust,-95.439563,29.782684,Harris County Flood Control District
1000,1000 Houston Transtar,1000,Rain Increment,-95.439563,29.782684,Harris County Flood Control District
1000,1000 Houston Transtar,1002,Air Temperature,-95.439563,29.782684,Harris County Flood Control District
1000,1000 Houston Transtar,1004,Barometric Pressure,-95.439563,29.782684,Harris County Flood Control District
1000,1000 Houston Transtar,1006,Humidity Sensor,-95.439563,29.782684,Harris County Flood Control District
1020,1020 NRG Park,4,WindGust,-95.408197,29.679054,Harris County Flood Control District
1020,1020 NRG Park,5,Wind Direction,-95.408197,29.679054,Harris County Flood Control District
1020,1020 NRG Park,1020,Rain Increment,-95.408197,29.679054,Harris County Flood Control District
1020,1020 NRG Park,1022,Air Temperature,-95.408197,29.679054,Harris County Flood Control District
1020,1020 NRG Park,1024,Barometric Pressure,-95.408197,29.679054,Harris County Flood Control District
1020,1020 NRG Park,1027,Wind Gust,-95.408197,29.679054,Harris County Flood Control District
1040,1040 Spring Creek @ FM 2978,1040,Rain Increment,-95.596571,30.134077,Harris County Flood Control District
1040,1040 Spring Creek @ FM 2978,1041,Stream Level,-95.596571,30.134077,Harris County Flood Control District
1050,1050 Spring Creek @ I-45,101,SoilSaturation 5cm,-95.436785,30.109633,Harris County Flood Control District
1050,1050 Spring Creek @ I-45,201,SoilSaturation 20cm,-95.436785,30.109633,Harris County Flood Control District
1050,1050 Spring Creek @ I-45,301,SoilSaturation 40cm,-95.436785,30.109633,Harris County Flood Control District
1050,1050 Spring Creek @ I-45,1049,Stream Level,-95.436785,30.109633,Harris County Flood Control District
1050,1050 Spring Creek @ I-45,1050,Rain Increment,-95.436785,30.109633,Harris County Flood Control District
1052,1052 Mill Creek @ FM 149,101,SoilSaturation 5cm,-95.681837,30.185636,Harris County Flood Control District
1052,1052 Mill Creek @ FM 149,201,SoilSaturation 20cm,-95.681837,30.185636,Harris County Flood Control District
1052,1052 Mill Creek @ FM 149,301,SoilSaturation 40cm,-95.681837,30.185636,Harris County Flood Control District
1052,1052 Mill Creek @ FM 149,1051,Stream Level,-95.681837,30.185636,Harris County Flood Control District
1052,1052 Mill Creek @ FM 149,1052,Rain Increment,-95.681837,30.185636,Harris County Flood Control District
1053,1053 Dry Creek @ FM 2978,1053,Rain Increment,-95.600909,30.175359,Harris County Flood Control District
1053,1053 Dry Creek @ FM 2978,10531,Stream Level,-95.600909,30.175359,Harris County Flood Control District
1054,1054 Mill Creek @ FM 1486,1054,Rain Increment,-95.770421,30.238181,Harris County Flood Control District
1055,1055 Bear Branch @ Kuykendahl,1055,Rain Increment,-95.535489,30.196484,Harris County Flood Control District
1055,1055 Bear Branch @ Kuykendahl,10557,Stream Level,-95.535489,30.196484,Harris County Flood Control District
1056,1056 Mill Creek @ FM 1774,1056,Rain Increment,-95.835022,30.298096,Harris County Flood Control District
1056,1056 Mill Creek @ FM 1774,10567,Stream Level,-95.835022,30.298096,Harris County Flood Control District
1060,1060 Spring Creek @ Kuykendahl Road,1060,Rain Increment,-95.541396,30.170279,Harris County Flood Control District
1060,1060 Spring Creek @ Kuykendahl Road,1063,Stream Level,-95.541396,30.170279,Harris County Flood Control District
1070,1070 Spring Creek @ SH 249,1070,Rain Increment,-95.646199,30.119036,Harris County Flood Control District
1070,1070 Spring Creek @ SH 249,10707,Stream Level,-95.646199,30.119036,Harris County Flood Control District
1072,1072 Walnut Creek @ Nichols Sawmill,1071,Stream Level,-95.752812,30.143696,Harris County Flood Control District
1072,1072 Walnut Creek @ Nichols Sawmill,1072,Rain Increment,-95.752812,30.143696,Harris County Flood Control District
1074,1074 Walnut Creek @ Joseph Road,1074,Rain Increment,-95.809912,30.178866,Harris County Flood Control District
1074,1074 Walnut Creek @ Joseph Road,1074,Stream Level,-95.809912,30.178866,Harris County Flood Control District
1075,1075 Tomball Repeater,101,SoilSaturation 5cm,-95.6573377,30.0964515,Harris County Flood Control District
1075,1075 Tomball Repeater,201,SoilSaturation 20cm,-95.6573377,30.0964515,Harris County Flood Control District
1075,1075 Tomball Repeater,301,SoilSaturation 40cm,-95.6573377,30.0964515,Harris County Flood Control District
1075,1075 Tomball Repeater,1075,Rain Increment,-95.6573377,30.0964515,Harris County Flood Control District
1076,1076 Birch Creek @ Riley Road,101,SoilSaturation 5cm,-95.839529,30.237906,Harris County Flood Control District
1076,1076 Birch Creek @ Riley Road,201,SoilSaturation 20cm,-95.839529,30.237906,Harris County Flood Control District
1076,1076 Birch Creek @ Riley Road,301,SoilSaturation 40cm,-95.839529,30.237906,Harris County Flood Control District
1076,1076 Birch Creek @ Riley Road,1076,Rain Increment,-95.839529,30.237906,Harris County Flood Control District
1076,1076 Birch Creek @ Riley Road,1076,Stream Level,-95.839529,30.237906,Harris County Flood Control District
1080,1080 Spring Creek @ Decker Prairie-Rosehill Road,1080,Rain Increment,-95.702029,30.099319,Harris County Flood Control District
1080,1080 Spring Creek @ Decker Prairie-Rosehill Road,10807,Stream Level,-95.702029,30.099319,Harris County Flood Control District
1084,1084 Threemile Creek @ Joseph Road,101,SoilSaturation 5cm,-95.863216,30.152994,Harris County Flood Control District
1084,1084 Threemile Creek @ Joseph Road,201,SoilSaturation 20cm,-95.863216,30.152994,Harris County Flood Control District
1084,1084 Threemile Creek @ Joseph Road,301,SoilSaturation 40cm,-95.863216,30.152994,Harris County Flood Control District
1084,1084 Threemile Creek @ Joseph Road,1084,Stream Level,-95.863216,30.152994,Harris County Flood Control District
1084,1084 Threemile Creek @ Joseph Road,1084,Rain Increment,-95.863216,30.152994,Harris County Flood Control District
1086,1086 Threemile Creek @ FM 362,1086,Rain Increment,-95.933637,30.193345,Harris County Flood Control District
1086,1086 Threemile Creek @ FM 362,1087,Stream Level,-95.933637,30.193345,Harris County Flood Control District
1090,1090 Spring Creek @ Hegar Road,1090,Rain Increment,-95.841879,30.085697,Harris County Flood Control District
1090,1090 Spring Creek @ Hegar Road,1093,Stream Level,-95.841879,30.085697,Harris County Flood Control District
1110,1110 Cypress Creek @ Cypresswood Drive,1110,Rain Increment,-95.330033,30.031016,Harris County Flood Control District
1110,1110 Cypress Creek @ Cypresswood Drive,1111,Stream Level,-95.330033,30.031016,Harris County Flood Control District
1115,1115 Cypress Creek @ Inverness Forest,1114,Stream Level,-95.409868,30.034738,Harris County Flood Control District
1115,1115 Cypress Creek @ Inverness Forest,1115,Rain Increment,-95.409868,30.034738,Harris County Flood Control District
1115,1115 Cypress Creek @ Inverness Forest,1118,Stream Level,-95.409868,30.034738,Harris County Flood Control District
1120,1120 Cypress Creek @ I-45,1119,Stream Level,-95.428694,30.036344,Harris County Flood Control District
1120,1120 Cypress Creek @ I-45,1120,Rain Increment,-95.428694,30.036344,Harris County Flood Control District
1130,1130 Cypress Creek @ Kuykendahl Road,1130,Rain Increment,-95.475879,30.023755,Harris County Flood Control District
1130,1130 Cypress Creek @ Kuykendahl Road,1133,Stream Level,-95.475879,30.023755,Harris County Flood Control District
1140,1140 Cypress Creek @ Stuebner-Airline Road,101,SoilSaturation 5cm,-95.511647,30.006281,Harris County Flood Control District
1140,1140 Cypress Creek @ Stuebner-Airline Road,201,SoilSaturation 20cm,-95.511647,30.006281,Harris County Flood Control District
1140,1140 Cypress Creek @ Stuebner-Airline Road,301,SoilSaturation 40cm,-95.511647,30.006281,Harris County Flood Control District
1140,1140 Cypress Creek @ Stuebner-Airline Road,1139,Stream Level,-95.511647,30.006281,Harris County Flood Control District
1140,1140 Cypress Creek @ Stuebner-Airline Road,1140,Rain Increment,-95.511647,30.006281,Harris County Flood Control District
1150,1150 Cypress Creek @ SH 249,1150,Rain Increment,-95.569924,29.985654,Harris County Flood Control District
1150,1150 Cypress Creek @ SH 249,1153,Stream Level,-95.569924,29.985654,Harris County Flood Control District
1160,1160 Cypress Creek @ Grant Road,1159,Stream Level,-95.598483,29.973483,Harris County Flood Control District
1160,1160 Cypress Creek @ Grant Road,1160,Rain Increment,-95.598483,29.973483,Harris County Flood Control District
1165,1165 Cypress Creek @ Eldridge Parkway N.,1165,Rain Increment,-95.607313,29.966194,Harris County Flood Control District
1165,1165 Cypress Creek @ Eldridge Parkway N.,1168,Stream Level,-95.607313,29.966194,Harris County Flood Control District
1170,1170 Cypress Creek @ Huffmeister Road,101,SoilSaturation 5cm,-95.631215,29.961554,Harris County Flood Control District
1170,1170 Cypress Creek @ Huffmeister Road,201,SoilSaturation 20cm,-95.631215,29.961554,Harris County Flood Control District
1170,1170 Cypress Creek @ Huffmeister Road,301,SoilSaturation 40cm,-95.631215,29.961554,Harris County Flood Control District
1170,1170 Cypress Creek @ Huffmeister Road,1169,Stream Level,-95.631215,29.961554,Harris County Flood Control District
1170,1170 Cypress Creek @ Huffmeister Road,1170,Rain Increment,-95.631215,29.961554,Harris County Flood Control District
1175,1175 Cypress Creek @ US 290,1175,Rain Increment,-95.6782,29.95686,Harris County Flood Control District
1175,1175 Cypress Creek @ US 290,1178,Stream Level,-95.6782,29.95686,Harris County Flood Control District
1180,1180 Cypress Creek @ Katy-Hockley Road,1179,Stream Level,-95.808312,29.950388,Harris County Flood Control District
1180,1180 Cypress Creek @ Katy-Hockley Road,1180,Rain Increment,-95.808312,29.950388,Harris County Flood Control District
1185,1185 Cypress Creek @ Sharp Road,101,SoilSaturation 5cm,-95.840178,29.921049,Harris County Flood Control District
1185,1185 Cypress Creek @ Sharp Road,201,SoilSaturation 20cm,-95.840178,29.921049,Harris County Flood Control District
1185,1185 Cypress Creek @ Sharp Road,301,SoilSaturation 40cm,-95.840178,29.921049,Harris County Flood Control District
1185,1185 Cypress Creek @ Sharp Road,1185,Rain Increment,-95.840178,29.921049,Harris County Flood Control District
1185,1185 Cypress Creek @ Sharp Road,1188,Stream Level,-95.840178,29.921049,Harris County Flood Control District
1186,1186 Live Oak Creek @ Penick Road,101,SoilSaturation 5cm,-95.924128,29.948015,Harris County Flood Control District
1186,1186 Live Oak Creek @ Penick Road,201,SoilSaturation 20cm,-95.924128,29.948015,Harris County Flood Control District
1186,1186 Live Oak Creek @ Penick Road,301,SoilSaturation 40cm,-95.924128,29.948015,Harris County Flood Control District
1186,1186 Live Oak Creek @ Penick Road,1186,Rain Increment,-95.924128,29.948015,Harris County Flood Control District
1186,1186 Live Oak Creek @ Penick Road,11867,Stream Level,-95.924128,29.948015,Harris County Flood Control District
1190,1190 Little Mound Creek @ Mathis Road,1189,Stream Level,-95.907953,30.005339,Harris County Flood Control District
1190,1190 Little Mound Creek @ Mathis Road,1190,Rain Increment,-95.907953,30.005339,Harris County Flood Control District
1195,1195 Mound Creek @ FM 362,1194,Stream Level,-95.936264,30.043079,Harris County Flood Control District
1195,1195 Mound Creek @ FM 362,1195,Rain Increment,-95.936264,30.043079,Harris County Flood Control District
1210,1210 Little Cypress Creek @ Kluge Road,1209,Stream Level,-95.630248,29.977553,Harris County Flood Control District
1210,1210 Little Cypress Creek @ Kluge Road,1210,Rain Increment,-95.630248,29.977553,Harris County Flood Control District
1220,1220 Little Cypress Creek @ Cypress Rosehill Road,1219,Stream Level,-95.697286,30.01593,Harris County Flood Control District
1220,1220 Little Cypress Creek @ Cypress Rosehill Road,1220,Rain Increment,-95.697286,30.01593,Harris County Flood Control District
1230,1230 Little Cypress Creek @ Becker Road,1230,Rain Increment,-95.799237,30.027473,Harris County Flood Control District
1230,1230 Little Cypress Creek @ Becker Road,1233,Stream Level,-95.799237,30.027473,Harris County Flood Control District
1320,1320 Willow Creek @ Kuykendahl Road,1319,Stream Level,-95.546382,30.105339,Harris County Flood Control District
1320,1320 Willow Creek @ Kuykendahl Road,1320,Rain Increment,-95.546382,30.105339,Harris County Flood Control District
1340,1340 Willow Creek @ SH 249,1339,Stream Level,-95.6198277,30.0627283,Harris County Flood Control District
1340,1340 Willow Creek @ SH 249,1340,Rain Increment,-95.6198277,30.0627283,Harris County Flood Control District
1420,1420 Carpenters Bayou @ I-10,1419,Stream Level,-95.149022,29.771535,Harris County Flood Control District
1420,1420 Carpenters Bayou @ I-10,1420,Rain Increment,-95.149022,29.771535,Harris County Flood Control District
1440,1440 Carpenters Bayou @ Wallisville Road,1440,Rain Increment,-95.158445,29.809924,Harris County Flood Control District
1440,1440 Carpenters Bayou @ Wallisville Road,1443,Stream Level,-95.158445,29.809924,Harris County Flood Control District
1460,1460 Carpenters Bayou @ US 90,1459,Stream Level,-95.160484,29.838598,Harris County Flood Control District
1460,1460 Carpenters Bayou @ US 90,1460,Rain Increment,-95.160484,29.838598,Harris County Flood Control District
1470,1470 Sheldon Reservoir @ Garrett Road,1470,Rain Increment,-95.187485,29.883123,Harris County Flood Control District
1470,1470 Sheldon Reservoir @ Garrett Road,1471,Stream Level,-95.187485,29.883123,Harris County Flood Control District
1520,1520 Goose Creek @ SH 99,1519,Stream Level,-94.990514,29.713447,Harris County Flood Control District
1520,1520 Goose Creek @ SH 99,1520,Rain Increment,-94.990514,29.713447,Harris County Flood Control District
1540,1540 Goose Creek @ Baker Road,1539,Stream Level,-94.999611,29.770944,Harris County Flood Control District
1540,1540 Goose Creek @ Baker Road,1540,Rain Increment,-94.999611,29.770944,Harris County Flood Control District
1550,1550 Goose Creek @ I-10,1550,Rain Increment,-95.004504,29.800736,Harris County Flood Control District
1550,1550 Goose Creek @ I-10,1553,Stream Level,-95.004504,29.800736,Harris County Flood Control District
1600,1600 Greens Bayou @ Mount Houston Parkway,101,SoilSaturation 5cm,-95.237623,29.891907,Harris County Flood Control District
1600,1600 Greens Bayou @ Mount Houston Parkway,201,SoilSaturation 20cm,-95.237623,29.891907,Harris County Flood Control District
1600,1600 Greens Bayou @ Mount Houston Parkway,301,SoilSaturation 40cm,-95.237623,29.891907,Harris County Flood Control District
1600,1600 Greens Bayou @ Mount Houston Parkway,1559,Stream Level,-95.237623,29.891907,Harris County Flood Control District
1600,1600 Greens Bayou @ Mount Houston Parkway,1600,Rain Increment,-95.237623,29.891907,Harris County Flood Control District
1610,1610 Greens Bayou @ Normandy Street,101,SoilSaturation 5cm,-95.206451,29.776023,Harris County Flood Control District
1610,1610 Greens Bayou @ Normandy Street,201,SoilSaturation 20cm,-95.206451,29.776023,Harris County Flood Control District
1610,1610 Greens Bayou @ Normandy Street,301,SoilSaturation 40cm,-95.206451,29.776023,Harris County Flood Control District
1610,1610 Greens Bayou @ Normandy Street,1610,Rain Increment,-95.206451,29.776023,Harris County Flood Control District
1610,1610 Greens Bayou @ Normandy Street,1613,Stream Level,-95.206451,29.776023,Harris County Flood Control District
1620,1620 Greens Bayou @ Ley Road,1619,Stream Level,-95.233773,29.837012,Harris County Flood Control District
1620,1620 Greens Bayou @ Ley Road,1620,Rain Increment,-95.233773,29.837012,Harris County Flood Control District
1630,1630 Garners Bayou @ Beltway 8,1629,Stream Level,-95.233574,29.933648,Harris County Flood Control District
1630,1630 Garners Bayou @ Beltway 8,1630,Rain Increment,-95.233574,29.933648,Harris County Flood Control District
1640,1640 Greens Bayou @ US 59,1640,Rain Increment,-95.306565,29.91791,Harris County Flood Control District
1640,1640 Greens Bayou @ US 59,1643,Stream Level,-95.306565,29.91791,Harris County Flood Control District
1645,1645 Greens Bayou @ Beltway 8,101,SoilSaturation 5cm,-95.34932,29.938692,Harris County Flood Control District
1645,1645 Greens Bayou @ Beltway 8,201,SoilSaturation 20cm,-95.34932,29.938692,Harris County Flood Control District
1645,1645 Greens Bayou @ Beltway 8,301,SoilSaturation 40cm,-95.34932,29.938692,Harris County Flood Control District
1645,1645 Greens Bayou @ Beltway 8,1645,Rain Increment,-95.34932,29.938692,Harris County Flood Control District
1645,1645 Greens Bayou @ Beltway 8,1648,Stream Level,-95.34932,29.938692,Harris County Flood Control District
1650,1650 Garners Bayou @ Rankin Road,1649,Stream Level,-95.271954,29.965025,Harris County Flood Control District
1650,1650 Garners Bayou @ Rankin Road,1650,Rain Increment,-95.271954,29.965025,Harris County Flood Control District
1655,1655 North Fork Greens Bayou @ Ella,101,SoilSaturation 5cm,-95.435011,29.972595,Harris County Flood Control District
1655,1655 North Fork Greens Bayou @ Ella,201,SoilSaturation 20cm,-95.435011,29.972595,Harris County Flood Control District
1655,1655 North Fork Greens Bayou @ Ella,301,SoilSaturation 40cm,-95.435011,29.972595,Harris County Flood Control District
1655,1655 North Fork Greens Bayou @ Ella,1655,Rain Increment,-95.435011,29.972595,Harris County Flood Control District
1655,1655 North Fork Greens Bayou @ Ella,1657,Stream Level,-95.435011,29.972595,Harris County Flood Control District
1660,1660 Greens Bayou @ Knobcrest Drive,1659,Stream Level,-95.416142,29.956166,Harris County Flood Control District
1660,1660 Greens Bayou @ Knobcrest Drive,1660,Rain Increment,-95.416142,29.956166,Harris County Flood Control District
1665,1665 Greens Bayou @ Bammel N Houston Road,1665,Rain Increment,-95.498006,29.948488,Harris County Flood Control District
1670,1670 Greens Bayou @ Cutten Road,1,Air Temperature,-95.51941,29.948972,Harris County Flood Control District
1670,1670 Greens Bayou @ Cutten Road,2,Humidity Sensor,-95.51941,29.948972,Harris County Flood Control District
1670,1670 Greens Bayou @ Cutten Road,3,Barometric Pressure,-95.51941,29.948972,Harris County Flood Control District
1670,1670 Greens Bayou @ Cutten Road,4,WindGust,-95.51941,29.948972,Harris County Flood Control District
1670,1670 Greens Bayou @ Cutten Road,5,Wind Direction,-95.51941,29.948972,Harris County Flood Control District
1670,1670 Greens Bayou @ Cutten Road,6,Wind Gust,-95.51941,29.948972,Harris County Flood Control District
1670,1670 Greens Bayou @ Cutten Road,1669,Stream Level,-95.51941,29.948972,Harris County Flood Control District
1670,1670 Greens Bayou @ Cutten Road,1670,Rain Increment,-95.51941,29.948972,Harris County Flood Control District
1675,1675 Halls Bayou @ Tidwell Road,101,SoilSaturation 5cm,-95.282843,29.849306,Harris County Flood Control District
1675,1675 Halls Bayou @ Tidwell Road,201,SoilSaturation 20cm,-95.282843,29.849306,Harris County Flood Control District
1675,1675 Halls Bayou @ Tidwell Road,301,SoilSaturation 40cm,-95.282843,29.849306,Harris County Flood Control District
1675,1675 Halls Bayou @ Tidwell Road,1674,Stream Level,-95.282843,29.849306,Harris County Flood Control District
1675,1675 Halls Bayou @ Tidwell Road,1675,Rain Increment,-95.282843,29.849306,Harris County Flood Control District
1680,1680 Halls Bayou @ Jensen Drive,1679,Stream Level,-95.334883,29.861698,Harris County Flood Control District
1680,1680 Halls Bayou @ Jensen Drive,1680,Rain Increment,-95.334883,29.861698,Harris County Flood Control District
1685,1685 Greens Bayou @ Tidwell Road,1685,Rain Increment,-95.229007,29.849798,Harris County Flood Control District
1685,1685 Greens Bayou @ Tidwell Road,1688,Stream Level,-95.229007,29.849798,Harris County Flood Control District
1690,1690 Halls Bayou @ Airline Drive,1689,Stream Level,-95.396717,29.892682,Harris County Flood Control District
1690,1690 Halls Bayou @ Airline Drive,1690,Rain Increment,-95.396717,29.892682,Harris County Flood Control District
1695,1695 P138 @ Aldine Westfield Road,1695,Rain Increment,-95.355514,29.917302,Harris County Flood Control District
1695,1695 P138 @ Aldine Westfield Road,1698,Stream Level,-95.355514,29.917302,Harris County Flood Control District
1710,1710 Cedar Bayou @ SH 99,1,Air Temperature,-94.942738,29.719713,Harris County Flood Control District
1710,1710 Cedar Bayou @ SH 99,2,Humidity Sensor,-94.942738,29.719713,Harris County Flood Control District
1710,1710 Cedar Bayou @ SH 99,3,Barometric Pressure,-94.942738,29.719713,Harris County Flood Control District
1710,1710 Cedar Bayou @ SH 99,4,WindGust,-94.942738,29.719713,Harris County Flood Control District
1710,1710 Cedar Bayou @ SH 99,5,Wind Direction,-94.942738,29.719713,Harris County Flood Control District
1710,1710 Cedar Bayou @ SH 99,6,Wind Gust,-94.942738,29.719713,Harris County Flood Control District
1710,1710 Cedar Bayou @ SH 99,1710,Rain Increment,-94.942738,29.719713,Harris County Flood Control District
1710,1710 Cedar Bayou @ SH 99,1713,Stream Level,-94.942738,29.719713,Harris County Flood Control District
1720,1720 Cedar Bayou @ SH 146,1719,Stream Level,-94.916822,29.769851,Harris County Flood Control District
1720,1720 Cedar Bayou @ SH 146,1720,Rain Increment,-94.916822,29.769851,Harris County Flood Control District
1725,1725 Smith Gully @ SH 146,1724,Stream Level,-94.897975,29.826742,Harris County Flood Control District
1725,1725 Smith Gully @ SH 146,1725,Rain Increment,-94.897975,29.826742,Harris County Flood Control District
1730,1730 Cedar Bayou @ FM 1942,101,SoilSaturation 5cm,-94.947525,29.849395,Harris County Flood Control District
1730,1730 Cedar Bayou @ FM 1942,201,SoilSaturation 20cm,-94.947525,29.849395,Harris County Flood Control District
1730,1730 Cedar Bayou @ FM 1942,301,SoilSaturation 40cm,-94.947525,29.849395,Harris County Flood Control District
1730,1730 Cedar Bayou @ FM 1942,1730,Rain Increment,-94.947525,29.849395,Harris County Flood Control District
1730,1730 Cedar Bayou @ FM 1942,1733,Stream Level,-94.947525,29.849395,Harris County Flood Control District
1740,1740 Cedar Bayou @ US 90,1739,Stream Level,-94.985937,29.97209,Harris County Flood Control District
1740,1740 Cedar Bayou @ US 90,1740,Rain Increment,-94.985937,29.97209,Harris County Flood Control District
1745,1745 Cedar Bayou @ FM 1960,1745,Rain Increment,-95.0544,30.0361,Harris County Flood Control District
1745,1745 Cedar Bayou @ FM 1960,1748,Stream Level,-95.0544,30.0361,Harris County Flood Control District
1840,1840 Gum Gully @ Diamond Head Boulevard,1840,Rain Increment,-95.09085,29.910874,Harris County Flood Control District
1840,1840 Gum Gully @ Diamond Head Boulevard,1843,Stream Level,-95.09085,29.910874,Harris County Flood Control District
1930,1930 Huffman Repeater,101,SoilSaturation 5cm,-95.071238,30.035831,Harris County Flood Control District
1930,1930 Huffman Repeater,201,SoilSaturation 20cm,-95.071238,30.035831,Harris County Flood Control District
1930,1930 Huffman Repeater,301,SoilSaturation 40cm,-95.071238,30.035831,Harris County Flood Control District
1930,1930 Huffman Repeater,1930,Rain Increment,-95.071238,30.035831,Harris County Flood Control District
1940,1940 Luce Bayou @ FM 2100,1940,Rain Increment,-95.098249,30.066805,Harris County Flood Control District
1940,1940 Luce Bayou @ FM 2100,1943,Stream Level,-95.098249,30.066805,Harris County Flood Control District
1950,1950 Luce Bayou @ SH 99,1950,Rain Increment,-95.049547,30.125826,Harris County Flood Control District
1950,1950 Luce Bayou @ SH 99,1953,Stream Level,-95.049547,30.125826,Harris County Flood Control District
1960,1960 Luce Bayou @ SH 321,101,SoilSaturation 5cm,-94.9398897,30.180512,Harris County Flood Control District
1960,1960 Luce Bayou @ SH 321,201,SoilSaturation 20cm,-94.9398897,30.180512,Harris County Flood Control District
1960,1960 Luce Bayou @ SH 321,301,SoilSaturation 40cm,-94.9398897,30.180512,Harris County Flood Control District
1960,1960 Luce Bayou @ SH 321,1960,Rain Increment,-94.9398897,30.180512,Harris County Flood Control District
